-0.752174,-nan
-0.733445,-nan
-0.714716,-nan
-0.695987,-nan
-0.677258,-nan
-0.658528,-nan
-0.639799,-nan
-0.62107,-nan
-0.602341,-nan
-0.583612,-nan
-0.564883,-nan
-0.546154,-nan
-0.527425,-nan
-0.508696,-nan
-0.489967,-nan
-0.471237,-nan
-0.452508,-nan
-0.433779,-nan
-0.41505,-nan
-0.396321,-nan
-0.377592,-nan
-0.358863,-nan
-0.340134,-nan
-0.321405,-nan
-0.302676,-nan
-0.283946,-nan
-0.265217,-nan
-0.246488,-nan
-0.227759,-nan
-0.20903,-nan
-0.190301,-nan
-0.171572,-nan
-0.152843,-nan
-0.134114,-nan
-0.115385,-nan
-0.0966555,-nan
-0.0779264,-nan
-0.0591973,-nan
-0.0404682,-nan
-0.0217391,-nan
-0.00301003,-nan
0.0157191,-nan
0.0344482,-nan
0.0531773,-nan
0.0719064,-nan
0.0906355,-nan
0.109365,-nan
0.128094,-nan
0.146823,-nan
0.165552,-nan
0.184281,-nan
0.20301,-nan
0.221739,-nan
0.240468,-nan
0.259197,-nan
0.277926,-nan
0.296656,-nan
0.315385,-nan
0.334114,-nan
0.352843,-nan
0.371572,-nan
0.390301,-nan
0.40903,-nan
0.427759,-nan
0.446488,-nan
0.465217,-nan
0.483946,-nan
0.502676,-nan
0.521405,-nan
0.540134,-nan
0.558863,-nan
0.577592,-nan
0.596321,-nan
0.61505,-nan
0.633779,-nan
0.652508,-nan
0.671237,-nan
0.689967,-nan
0.708696,-nan
0.727425,-nan
0.746154,-nan
0.764883,-nan
0.783612,-nan
0.802341,-nan
0.82107,-nan
0.839799,-nan
0.858528,-nan
0.877258,-nan
0.895987,-nan
0.914716,-nan
0.933445,-nan
0.952174,-nan
0.970903,-nan
0.989632,-nan
1.00836,-nan
1.02709,-nan
1.04582,-nan
1.06455,-nan
1.08328,-nan
1.10201,-nan
1.12074,-nan
1.13946,-nan
1.15819,-nan
1.17692,-nan
1.19565,-nan
1.21438,-nan
1.23311,-nan
1.25184,-nan
1.27057,-nan
1.2893,-nan
1.30803,-nan
1.32676,-nan
1.34548,-nan
1.36421,-nan
1.38294,-nan
1.40167,-nan
1.4204,-nan
1.43913,-nan
1.45786,-nan
1.47659,-nan
1.49532,-nan
1.51405,-nan
1.53278,-nan
1.55151,-nan
1.57023,-nan
1.58896,-nan
1.60769,-nan
1.62642,-nan
1.64515,-nan
1.66388,-nan
1.68261,-nan
1.70134,-nan
1.72007,-nan
1.7388,-nan
1.75753,-nan
1.77625,-nan
1.79498,-nan
1.81371,-nan
1.83244,-nan
1.85117,-nan
1.8699,-nan
1.88863,-nan
1.90736,-nan
1.92609,-nan
1.94482,-nan
1.96355,-nan
1.98227,-nan
2.001,-nan
2.01973,-nan
2.03846,-nan
2.05719,-nan
2.07592,-nan
2.09465,-nan
2.11338,-nan
2.13211,-nan
2.15084,-nan
2.16957,-nan
2.18829,-nan
2.20702,-nan
2.22575,-nan
2.24448,-nan
2.26321,-nan
2.28194,-nan
2.30067,-nan
2.3194,-nan
2.33813,-nan
2.35686,-nan
2.37559,-nan
2.39431,-nan
2.41304,-nan
2.43177,-nan
2.4505,-nan
2.46923,-nan
2.48796,-nan
2.50669,-nan
2.52542,-nan
2.54415,-nan
2.56288,-nan
2.58161,-nan
2.60033,-nan
2.61906,-nan
2.63779,-nan
2.65652,-nan
2.67525,-nan
2.69398,-nan
2.71271,-nan
2.73144,-nan
2.75017,-nan
2.7689,-nan
2.78763,-nan
2.80635,-nan
2.82508,-nan
2.84381,-nan
2.86254,-nan
2.88127,-nan
2.9,-nan
